Doc Id,Sentence Id,Event Id,Aspect,End Offset,Event Class,Event Id.1,Is Event,Lemma Stanford,Lowercase Lemma Stanford,Lowercase Token,POS Tag Stanford,Polarity,Pos,Start Offset,Tense,Token,Token Id Doc,Token Id Sent,Token POS,Lemma POS
AP_20130322,0,e1000028,NONE,14,B-OCCURRENCE,e1000028,1,season,season,season,NN,POS,NN,8,NONE,season,3,3,season-NN,season-NN
AP_20130322,0,e2,PERFECTIVE,50,B-OCCURRENCE,e2,1,kill,kill,killed,VBN,POS,VB,44,PRESENT,killed,11,11,killed-VB,kill-VB
AP_20130322,1,e3,NONE,18,B-ASPECTUAL,e3,1,start,start,started,VBD,POS,VB,11,PAST,started,24,3,started-VB,start-VB
AP_20130322,1,e4,NONE,62,B-ASPECTUAL,e4,1,spark,spark,sparking,VBG,POS,VB,54,PRESPART,sparking,32,11,sparking-VB,spark-VB
AP_20130322,1,e5,NONE,85,B-OCCURRENCE,e5,1,turn,turn,turn,VB,POS,VB,81,NONE,turn,36,15,turn-VB,turn-VB
AP_20130322,2,e6,NONE,8,B-ASPECTUAL,e6,1,end,end,ended,VBD,POS,VB,3,PAST,ended,45,2,ended-VB,end-VB
AP_20130322,2,e7,PROGRESSIVE,90,B-REPORTING,e7,1,accord,accord,according,VBG,POS,VB,81,PRESENT,according,60,17,according-VB,accord-VB
AP_20130322,3,e1000030,NONE,27,B-OCCURRENCE,e1000030,1,death,death,deaths,NNS,POS,NN,21,NONE,deaths,74,5,deaths-NN,death-NN
AP_20130322,3,e8,NONE,41,B-REPORTING,e8,1,report,report,reported,VBN,POS,VB,33,PAST,reported,76,7,reported-VB,report-VB
AP_20130322,3,e9,NONE,105,B-REPORTING,e9,1,say,say,said,VBD,POS,VB,101,PAST,said,91,22,said-VB,say-VB
AP_20130322,3,e10,NONE,139,B-REPORTING,e10,1,say,say,said,VBD,POS,VB,135,PAST,said,98,29,said-VB,say-VB
AP_20130322,4,e11,NONE,24,B-OCCURRENCE,e11,1,die,die,die,VB,POS,VB,21,PRESENT,die,104,4,die-VB,die-VB
AP_20130322,5,e1000032,NONE,40,B-OCCURRENCE,e1000032,1,pandemic,pandemic,pandemic,NN,POS,NN,32,NONE,pandemic,117,7,pandemic-NN,pandemic-NN
AP_20130322,5,e12,NONE,80,B-OCCURRENCE,e12,1,die,die,died,VBD,POS,VB,76,PAST,died,126,16,died-VB,die-VB
AP_20130322,6,e13,NONE,18,B-I_ACTION,e13,1,recommend,recommend,recommends,VBZ,POS,VB,8,PRESENT,recommends,130,3,recommends-VB,recommend-VB
AP_20130322,6,e2001,NONE,74,B-OCCURRENCE,e2001,1,vaccinate,vaccinate,vaccinated,VBN,POS,VB,64,INFINITIVE,vaccinated,140,13,vaccinated-VB,vaccinate-VB
AP_20130322,7,e16,NONE,37,B-OCCURRENCE,e16,1,die,die,died,VBD,POS,VB,33,PAST,died,165,8,died-VB,die-VB
AP_20130322,7,e17,NONE,70,B-OCCURRENCE,e17,1,vaccinate,vaccinate,vaccinated,VBN,POS,VB,60,INFINITIVE,vaccinated,171,14,vaccinated-VB,vaccinate-VB
AP_20130322,7,e19,NONE,118,B-OCCURRENCE,e19,1,vaccinate,vaccinate,vaccinated,VBN,NEG,VB,108,PASTPART,vaccinated,181,24,vaccinated-VB,vaccinate-VB
AP_20130322,7,e20,NONE,139,B-REPORTING,e20,1,say,say,said,VBD,POS,VB,135,PAST,said,185,28,said-VB,say-VB
AP_20130322,8,e21,NONE,35,B-I_STATE,e21,1,consider,consider,considered,VBN,POS,VB,25,PAST,considered,192,6,considered-VB,consider-VB
AP_20130322,8,e22,NONE,82,B-OCCURRENCE,e22,1,work,work,work,VB,NEG,VB,78,PAST,work,201,15,work-VB,work-VB
AP_20130322,9,e2002,NONE,47,B-OCCURRENCE,e2002,1,season,season,season,NN,POS,NN,41,NONE,season,216,9,season-NN,season-NN
AP_20130322,11,e1000033,PERFECTIVE,101,B-STATE,e1000033,1,grim,grim,grim,JJ,POS,JJ,97,PAST,grim,256,18,grim-JJ,grim-JJ
AP_20130322,12,e26,NONE,58,B-OCCURRENCE,e26,1,hospitalize,hospitalize,hospitalized,VBN,POS,VB,46,PAST,hospitalized,268,11,hospitalized-VB,hospitalize-VB
AP_20130322,14,e2003,NONE,15,B-OCCURRENCE,e2003,1,season,season,season,NN,POS,NN,9,NONE,season,293,3,season-NN,season-NN
AP_20130322,14,e27,NONE,23,B-ASPECTUAL,e27,1,start,start,started,VBD,POS,VB,16,PAST,started,294,4,started-VB,start-VB
AP_20130322,14,e1000035,NONE,83,B-OCCURRENCE,e1000035,1,peak,peak,peaked,VBD,POS,VB,77,PAST,peaked,306,16,peaked-VB,peak-VB
AP_20130322,15,e28,PERFECTIVE_PROGRESSIVE,43,B-OCCURRENCE,e28,1,drop,drop,dropping,VBG,POS,VB,35,PAST,dropping,320,8,dropping-VB,drop-VB
AP_20130322,16,e29,NONE,12,B-PERCEPTION,e29,1,appear,appear,appear,VBP,POS,VB,6,PRESENT,appear,328,3,appear-VB,appear-VB
AP_20130322,16,e30,PROGRESSIVE,26,B-OCCURRENCE,e30,1,get,get,getting,VBG,POS,VB,19,PRESENT,getting,331,6,getting-VB,get-VB
AP_20130322,16,e2004,NONE,57,B-OCCURRENCE,e2004,1,season,season,season,NN,POS,NN,51,NONE,season,338,13,season-NN,season-NN
AP_20130322,16,e31,NONE,73,B-REPORTING,e31,1,say,say,said,VBD,POS,VB,69,PAST,said,342,17,said-VB,say-VB
bbc_20130322_1150,0,e1,NONE,59,B-OCCURRENCE,e1,1,conquer,conquer,conquered,VBD,POS,VB,50,PAST,conquered,10,10,conquered-VB,conquer-VB
bbc_20130322_1150,0,e2,PERFECTIVE,84,B-OCCURRENCE,e2,1,die,die,died,VBN,POS,VB,80,PRESENT,died,15,15,died-VB,die-VB
bbc_20130322_1150,1,e3,NONE,23,B-OCCURRENCE,e3,1,die,die,died,VBD,POS,VB,19,PAST,died,27,6,died-VB,die-VB
bbc_20130322_1150,1,e45,NONE,72,B-OCCURRENCE,e45,1,illness,illness,illness,NN,POS,NN,65,PAST,illness,35,14,illness-NN,illness-NN
bbc_20130322_1150,2,e4,NONE,57,B-I_STATE,e4,1,help,help,helped,VBD,POS,VB,51,PAST,helped,55,11,helped-VB,help-VB
bbc_20130322_1150,3,e6,NONE,51,B-OCCURRENCE,e6,1,pay,pay,paid,VBD,POS,VB,47,PAST,paid,75,8,paid-VB,pay-VB
bbc_20130322_1150,3,e7,NONE,111,B-OCCURRENCE,e7,1,shun,shun,shunned,VBD,POS,VB,104,PAST,shunned,87,20,shunned-VB,shun-VB
bbc_20130322_1150,4,e8,NONE,17,B-OCCURRENCE,e8,1,take,take,took,VBD,POS,VB,13,PAST,took,94,4,took-VB,take-VB
bbc_20130322_1150,4,e9,NONE,56,B-OCCURRENCE,e9,1,expedition,expedition,expedition,NN,POS,NN,46,PAST,expedition,99,9,expedition-NN,expedition-NN
bbc_20130322_1150,4,e10,NONE,82,B-OCCURRENCE,e10,1,make,make,made,VBD,POS,VB,78,PAST,made,106,16,made-VB,make-VB
bbc_20130322_1150,4,e11,NONE,121,B-OCCURRENCE,e11,1,cross,cross,crossing,VBG,POS,VB,113,PAST,crossing,111,21,crossing-VB,cross-VB
bbc_20130322_1150,5,e12,NONE,13,B-OCCURRENCE,e12,1,make,make,made,VBD,POS,VB,9,PAST,made,121,3,made-VB,make-VB
bbc_20130322_1150,5,e13,NONE,25,B-OCCURRENCE,e13,1,expedition,expedition,expeditions,NNS,POS,NN,14,PAST,expeditions,122,4,expeditions-NN,expedition-NN
bbc_20130322_1150,6,e14,NONE,42,B-REPORTING,e14,1,say,say,said,VBD,POS,VB,38,PAST,said,139,10,said-VB,say-VB
bbc_20130322_1150,6,e15,NONE,87,B-I_STATE,e15,1,estimate,estimate,estimated,VBD,POS,VB,78,PAST,estimated,147,18,estimated-VB,estimate-VB
bbc_20130322_1150,6,e16,NONE,99,B-OCCURRENCE,e16,1,do,do,do,VB,POS,VB,97,PRESENT,do,150,21,do-VB,do-VB
bbc_20130322_1150,6,e17,NONE,127,B-OCCURRENCE,e17,1,get,get,got,VBD,POS,VB,124,PAST,got,158,29,got-VB,get-VB
bbc_20130322_1150,8,e18,NONE,6,B-STATE,e18,1,have,have,had,VBD,POS,VB,3,PAST,had,177,2,had-VB,have-VB
bbc_20130322_1150,9,e19,NONE,18,B-I_STATE,e19,1,pleased,pleased,pleased,JJ,POS,JJ,11,PAST,pleased,185,4,pleased-JJ,pleased-JJ
bbc_20130322_1150,9,e20,NONE,52,B-I_STATE,e20,1,know,know,knew,VBD,POS,VB,48,PAST,knew,191,10,knew-VB,know-VB
bbc_20130322_1150,9,e21,NONE,78,B-I_STATE,e21,1,think,think,thought,VBD,POS,VB,71,PAST,thought,197,16,thought-VB,think-VB
bbc_20130322_1150,9,e22,NONE,106,B-OCCURRENCE,e22,1,stop,stop,stop,VB,POS,VB,102,FUTURE,stop,203,22,stop-VB,stop-VB
bbc_20130322_1150,10,e23,NONE,14,B-REPORTING,e23,1,talk,talk,talked,VBD,POS,VB,8,PAST,talked,208,3,talked-VB,talk-VB
bbc_20130322_1150,10,e24,NONE,88,B-OCCURRENCE,e24,1,wear,wear,wear,VB,POS,VB,84,INFINITIVE,wear,224,19,wear-VB,wear-VB
bbc_20130322_1150,10,e25,NONE,117,B-OCCURRENCE,e25,1,work,work,work,VB,POS,VB,113,INFINITIVE,work,230,25,work-VB,work-VB
bbc_20130322_1150,12,e28,NONE,66,B-REPORTING,e28,1,say,say,said,VBD,POS,VB,62,PAST,said,263,17,said-VB,say-VB
bbc_20130322_1150,13,e29,NONE,120,B-OCCURRENCE,e29,1,meet,meet,met,VBD,POS,VB,117,PAST,met,285,21,met-VB,meet-VB
bbc_20130322_1150,13,e30,NONE,145,B-REPORTING,e30,1,call,call,called,VBD,POS,VB,139,PAST,called,291,27,called-VB,call-VB
bbc_20130322_1150,14,e34,NONE,99,B-REPORTING,e34,1,say,say,said,VBD,POS,VB,95,PAST,said,322,25,said-VB,say-VB
bbc_20130322_1150,15,e52,NONE,48,B-OCCURRENCE,e52,1,climb,climb,climb,NN,POS,NN,43,PAST,climb,332,9,climb-NN,climb-NN
bbc_20130322_1150,15,e53,NONE,77,B-OCCURRENCE,e53,1,work,work,worked,VBD,POS,VB,71,PAST,worked,339,16,worked-VB,work-VB
bbc_20130322_1150,15,e35,NONE,125,B-OCCURRENCE,e35,1,publish,publish,published,VBN,POS,VB,116,FUTURE,published,349,26,published-VB,publish-VB
bbc_20130322_1150,16,e36,NONE,7,B-REPORTING,e36,1,say,say,said,VBD,POS,VB,3,PAST,said,354,2,said-VB,say-VB
bbc_20130322_1150,16,e37,NONE,64,B-OCCURRENCE,e37,1,seek,seek,sought,VBD,NEG,VB,58,PAST,sought,366,14,sought-VB,seek-VB
bbc_20130322_1150,16,e54,NONE,111,B-OCCURRENCE,e54,1,Everest,everest,everest,NNP,POS,NN,104,PAST,Everest,375,23,everest-NN,everest-NN
bbc_20130322_1150,16,e38,NONE,136,B-OCCURRENCE,e38,1,deserve,deserve,deserve,VBP,POS,VB,129,PRESENT,deserve,378,26,deserve-VB,deserve-VB
bbc_20130322_1150,17,e39,NONE,18,B-OCCURRENCE,e39,1,involve,involve,involved,VBN,POS,VB,10,PAST,involved,385,4,involved-VB,involve-VB
bbc_20130322_1150,17,e56,NONE,60,B-OCCURRENCE,e56,1,exploration,exploration,explorations,NNS,POS,NN,48,PAST,explorations,392,11,explorations-NN,exploration-NN
bbc_20130322_1150,17,e40,NONE,97,B-STATE,e40,1,remain,remain,remained,VBD,POS,VB,89,PAST,remained,399,18,remained-VB,remain-VB
bbc_20130322_1150,17,e2000,NONE,135,B-OCCURRENCE,e2000,1,end,end,end,NN,POS,NN,132,PAST,end,408,27,end-NN,end-NN
bbc_20130322_1150,18,e41,NONE,15,B-OCCURRENCE,e41,1,retire,retire,retiring,VBG,POS,VB,7,PRESPART,retiring,419,2,retiring-VB,retire-VB
bbc_20130322_1150,18,e42,NONE,40,B-OCCURRENCE,e42,1,work,work,worked,VBD,POS,VB,34,PAST,worked,425,8,worked-VB,work-VB
bbc_20130322_1150,18,e43,NONE,129,B-OCCURRENCE,e43,1,leave,leave,leaves,VBZ,POS,VB,123,PRESENT,leaves,441,24,leaves-VB,leave-VB
bbc_20130322_1150,18,e57,NONE,165,B-OCCURRENCE,e57,1,marriage,marriage,marriage,NN,POS,NN,157,PAST,marriage,447,30,marriage-NN,marriage-NN
bbc_20130322_1150,19,e44,NONE,74,B-OCCURRENCE,e44,1,die,die,died,VBD,POS,VB,70,PAST,died,462,14,died-VB,die-VB
bbc_20130322_1353,0,e1,PERFECTIVE,39,B-OCCURRENCE,e1,1,apologise,apologise,apologised,VBN,POS,VB,29,PRESENT,apologised,6,6,apologised-VB,apologise-VB
bbc_20130322_1353,0,e38,NONE,67,B-OCCURRENCE,e38,1,error,error,errors,NNS,POS,NN,61,PAST,errors,12,12,errors-NN,error-NN
bbc_20130322_1353,0,e2,PERFECTIVE,87,B-OCCURRENCE,e2,1,lead,lead,led,VBN,POS,VB,84,NONE,led,16,16,led-VB,lead-VB
bbc_20130322_1353,0,e3,PERFECTIVE,95,B-OCCURRENCE,e3,1,loss,loss,loss,NN,POS,NN,91,NONE,loss,18,18,loss-NN,loss-NN
bbc_20130322_1353,0,e4,NONE,136,B-OCCURRENCE,e4,1,raid,raid,raid,NN,POS,NN,132,PAST,raid,26,26,raid-NN,raid-NN
bbc_20130322_1353,0,e5,NONE,166,B-I_ACTION,e5,1,try,try,tried,VBD,POS,VB,161,PAST,tried,32,32,tried-VB,try-VB
bbc_20130322_1353,0,e6,NONE,176,B-I_STATE,e6,1,breach,breach,breach,VB,POS,VB,170,INFINITIVE,breach,34,34,breach-VB,breach-VB
bbc_20130322_1353,0,e100,NONE,194,B-OCCURRENCE,e100,1,blockade,blockade,blockade,NN,POS,NN,186,PAST,blockade,37,37,blockade-NN,blockade-NN
bbc_20130322_1353,1,e8,NONE,30,B-I_ACTION,e8,1,agree,agree,agreed,VBD,POS,VB,24,PAST,agreed,42,4,agreed-VB,agree-VB
bbc_20130322_1353,1,e9,NONE,94,B-OCCURRENCE,e9,1,compensate,compensate,compensate,VB,POS,VB,84,INFINITIVE,compensate,51,13,compensate-VB,compensate-VB
bbc_20130322_1353,1,e10,NONE,145,B-OCCURRENCE,e10,1,kill,kill,killed,VBN,POS,VB,139,PAST,killed,60,22,killed-VB,kill-VB
bbc_20130322_1353,2,e11,NONE,42,B-OCCURRENCE,e11,1,express,express,expressed,VBD,POS,VB,33,PAST,expressed,67,6,expressed-VB,express-VB
bbc_20130322_1353,2,e39,NONE,64,B-OCCURRENCE,e39,1,death,death,deaths,NNS,POS,NN,58,PAST,deaths,71,10,deaths-NN,death-NN
bbc_20130322_1353,3,e12,NONE,8,B-OCCURRENCE,e12,1,deal,deal,deal,NN,POS,NN,4,PAST,deal,74,2,deal-NN,deal-NN
bbc_20130322_1353,3,e13,NONE,21,B-OCCURRENCE,e13,1,broker,broker,brokered,VBN,POS,VB,13,PAST,brokered,76,4,brokered-VB,broker-VB
bbc_20130322_1353,3,e14,NONE,65,B-OCCURRENCE,e14,1,visit,visit,visit,NN,POS,NN,60,PAST,visit,84,12,visit-NN,visit-NN
bbc_20130322_1353,4,e15,NONE,25,B-REPORTING,e15,1,say,say,said,VBD,POS,VB,21,PAST,said,92,5,said-VB,say-VB
bbc_20130322_1353,4,e16,PERFECTIVE,41,B-OCCURRENCE,e16,1,accept,accept,accepted,VBN,POS,VB,33,PAST,accepted,95,8,accepted-VB,accept-VB
bbc_20130322_1353,4,e40,NONE,53,B-OCCURRENCE,e40,1,apology,apology,apology,NN,POS,NN,46,PAST,apology,97,10,apology-NN,apology-NN
bbc_20130322_1353,5,e17,PERFECTIVE,33,B-OCCURRENCE,e17,1,give,give,given,VBN,POS,VB,28,PAST,given,116,8,given-VB,give-VB
bbc_20130322_1353,5,e18,NONE,62,B-OCCURRENCE,e18,1,restore,restore,restoring,VBG,POS,VB,53,PRESPART,restoring,120,12,restoring-VB,restore-VB
bbc_20130322_1353,6,e19,NONE,23,B-OCCURRENCE,e19,1,kill,kill,killed,VBN,POS,VB,17,PAST,killed,138,4,killed-VB,kill-VB
bbc_20130322_1353,6,e20,NONE,90,B-OCCURRENCE,e20,1,board,board,boarded,VBN,POS,VB,83,PAST,boarded,152,18,boarded-VB,board-VB
bbc_20130322_1353,6,e21,PROGRESSIVE,124,B-I_ACTION,e21,1,try,try,trying,VBG,POS,VB,118,PRESENT,trying,157,23,trying-VB,try-VB
bbc_20130322_1353,6,e22,NONE,137,B-OCCURRENCE,e22,1,transport,transport,transport,VB,POS,VB,128,INFINITIVE,transport,159,25,transport-VB,transport-VB
bbc_20130322_1353,7,e23,NONE,31,B-I_STATE,e23,1,admit,admit,admitted,VBD,POS,VB,23,PAST,admitted,178,4,admitted-VB,admit-VB
bbc_20130322_1353,7,e24,NONE,40,B-OCCURRENCE,e24,1,mistake,mistake,mistakes,NNS,POS,NN,32,PAST,mistakes,179,5,mistakes-NN,mistake-NN
bbc_20130322_1353,7,e42,NONE,76,B-OCCURRENCE,e42,1,intelligence-gathering,intelligence-gathering,intelligence-gathering,NN,POS,NN,54,PAST,intelligence-gathering,183,9,intelligence-gathering-NN,intelligence-gathering-NN
bbc_20130322_1353,7,e43,NONE,89,B-OCCURRENCE,e43,1,planning,planning,planning,NN,POS,NN,81,NONE,planning,185,11,planning-NN,planning-NN
bbc_20130322_1353,7,e25,NONE,104,B-I_ACTION,e25,1,insist,insist,insisted,VBD,POS,VB,96,PAST,insisted,188,14,insisted-VB,insist-VB
bbc_20130322_1353,7,e26,NONE,123,B-OCCURRENCE,e26,1,use,use,used,VBN,POS,VB,119,PAST,used,191,17,used-VB,use-VB
bbc_20130322_1353,7,e27,PERFECTIVE,167,B-OCCURRENCE,e27,1,attack,attack,attacked,VBN,POS,VB,159,PAST,attacked,197,23,attacked-VB,attack-VB
bbc_20130322_1353,8,e28,NONE,18,B-REPORTING,e28,1,say,say,said,VBD,POS,VB,14,PAST,said,202,3,said-VB,say-VB
bbc_20130322_1353,8,e29,PERFECTIVE,40,B-ASPECTUAL,e29,1,open,open,opened,VBN,POS,VB,34,PAST,opened,206,7,opened-VB,open-VB
bbc_20130322_1353,8,e30,PERFECTIVE,45,B-OCCURRENCE,e30,1,fire,fire,fire,NN,POS,NN,41,PAST,fire,207,8,fire-NN,fire-NN
bbc_20130322_1353,8,e31,NONE,69,B-OCCURRENCE,e31,1,board,board,boarded,VBD,POS,VB,62,PAST,boarded,212,13,boarded-VB,board-VB
bbc_20130322_1353,9,e32,NONE,12,B-OCCURRENCE,e32,1,incident,incident,incident,NN,POS,NN,4,PAST,incident,226,2,incident-NN,incident-NN
bbc_20130322_1353,9,e33,NONE,21,B-OCCURRENCE,e33,1,provoke,provoke,provoked,VBD,POS,VB,13,PAST,provoked,227,3,provoked-VB,provoke-VB
bbc_20130322_1353,9,e44,NONE,45,B-OCCURRENCE,e44,1,outcry,outcry,outcry,NN,POS,NN,39,PAST,outcry,230,6,outcry-NN,outcry-NN
bbc_20130322_1353,9,e34,NONE,53,B-OCCURRENCE,e34,1,lead,lead,led,VBD,POS,VB,50,PAST,led,232,8,led-VB,lead-VB
bbc_20130322_1353,9,e45,NONE,78,B-OCCURRENCE,e45,1,deterioration,deterioration,deterioration,NN,POS,NN,65,PAST,deterioration,236,12,deterioration-NN,deterioration-NN
bbc_20130322_1353,10,e35,NONE,16,B-OCCURRENCE,e35,1,depart,depart,departing,VBG,POS,VB,7,PRESPART,departing,245,2,departing-VB,depart-VB
bbc_20130322_1353,10,e36,NONE,67,B-OCCURRENCE,e36,1,reveal,reveal,revealed,VBD,POS,VB,59,PAST,revealed,254,11,revealed-VB,reveal-VB
bbc_20130322_1353,10,e37,PERFECTIVE,116,B-OCCURRENCE,e37,1,speak,speak,spoken,VBN,POS,VB,110,PAST,spoken,263,20,spoken-VB,speak-VB
bbc_20130322_1600,0,e1,PROGRESSIVE,10,B-OCCURRENCE,e1,1,snow,snow,snow,NN,POS,NN,6,PRESENT,snow,2,2,snow-NN,snow-NN
bbc_20130322_1600,0,e2,PROGRESSIVE,21,B-OCCURRENCE,e2,1,cause,cause,causing,VBG,POS,VB,14,PRESENT,causing,4,4,causing-VB,cause-VB
bbc_20130322_1600,0,e3,NONE,32,B-OCCURRENCE,e3,1,disruption,disruption,disruption,NN,POS,NN,22,NONE,disruption,5,5,disruption-NN,disruption-NN
bbc_20130322_1600,0,e1000,NONE,81,B-OCCURRENCE,e1000,1,rainfall,rainfall,rainfall,NNS,POS,NN,73,PRESENT,rainfall,14,14,rainfall-NN,rainfall-NN
bbc_20130322_1600,0,e5,PROGRESSIVE,90,B-ASPECTUAL,e5,1,bring,bring,bringing,VBG,POS,VB,82,PRESENT,bringing,15,15,bringing-VB,bring-VB
bbc_20130322_1600,0,e1001,NONE,99,B-OCCURRENCE,e1001,1,flooding,flooding,flooding,NN,POS,NN,91,PRESENT,flooding,16,16,flooding-NN,flooding-NN
bbc_20130322_1600,1,e6,NONE,18,B-OCCURRENCE,e6,1,search,search,searching,VBG,POS,VB,9,PRESPART,searching,24,2,searching-VB,search-VB
bbc_20130322_1600,1,e7,NONE,38,B-STATE,e7,1,trap,trap,trapped,VBN,POS,VB,31,PASTPART,trapped,28,6,trapped-VB,trap-VB
bbc_20130322_1600,1,e8,NONE,91,B-REPORTING,e8,1,say,say,said,VBD,POS,VB,87,PAST,said,40,18,said-VB,say-VB
bbc_20130322_1600,1,e9,PERFECTIVE,106,B-OCCURRENCE,e9,1,find,find,found,VBN,POS,VB,101,PAST,found,43,21,found-VB,find-VB
bbc_20130322_1600,2,e10,NONE,44,B-I_STATE,e10,1,affect,affect,affected,VBN,POS,VB,36,PAST,affected,52,6,affected-VB,affect-VB
bbc_20130322_1600,2,e28,NONE,58,B-OCCURRENCE,e28,1,blackout,blackout,blackout,NN,POS,NN,50,NONE,blackout,55,9,blackout-NN,blackout-NN
bbc_20130322_1600,2,e11,PROGRESSIVE,80,B-ASPECTUAL,e11,1,start,start,starting,VBG,POS,VB,72,PRESENT,starting,59,13,starting-VB,start-VB
bbc_20130322_1600,2,e12,PERFECTIVE,95,B-STATE,e12,1,restore,restore,restored,VBN,POS,VB,87,PRESENT,restored,62,16,restored-VB,restore-VB
bbc_20130322_1600,3,e29,NONE,39,B-OCCURRENCE,e29,1,qualifier,qualifier,qualifier,NN,POS,NN,30,NONE,qualifier,69,6,qualifier-NN,qualifier-NN
bbc_20130322_1600,3,e13,PERFECTIVE,70,B-I_ACTION,e13,1,postpone,postpone,postponed,VBN,POS,VB,61,PRESENT,postponed,74,11,postponed-VB,postpone-VB
bbc_20130322_1600,4,e30,NONE,90,B-OCCURRENCE,e30,1,cover,cover,covering,VBG,POS,VB,82,PRESPART,covering,100,17,covering-VB,cover-VB
bbc_20130322_1600,5,e14,NONE,10,B-OCCURRENCE,e14,1,come,come,comes,VBZ,POS,VB,5,PRESENT,comes,107,2,comes-VB,come-VB
bbc_20130322_1600,5,e15,NONE,44,B-ASPECTUAL,e15,1,start,start,start,NN,POS,NN,39,NONE,start,114,9,start-NN,start-NN
bbc_20130322_1600,5,e31,NONE,67,B-OCCURRENCE,e31,1,time,time,time,NN,POS,NN,63,NONE,Time,118,13,time-NN,time-NN
bbc_20130322_1600,6,e16,NONE,20,B-REPORTING,e16,1,say,say,said,VBD,POS,VB,16,PAST,said,122,3,said-VB,say-VB
bbc_20130322_1600,6,e17,NONE,41,B-OCCURRENCE,e17,1,cause,cause,cause,VB,POS,VB,36,FUTURE,cause,126,7,cause-VB,cause-VB
bbc_20130322_1600,6,e19,NONE,59,B-OCCURRENCE,e19,1,disruption,disruption,disruption,NN,POS,NN,49,NONE,disruption,128,9,disruption-NN,disruption-NN
bbc_20130322_1600,6,e20,NONE,152,B-OCCURRENCE,e20,1,fall,fall,falling,VBG,POS,VB,145,PRESPART,falling,144,25,falling-VB,fall-VB
bbc_20130322_1600,7,e21,NONE,38,B-I_STATE,e21,1,expect,expect,expected,VBN,POS,VB,30,NONE,expected,152,5,expected-VB,expect-VB
bbc_20130322_1600,7,e22,NONE,65,B-REPORTING,e22,1,say,say,said,VBD,POS,VB,61,PAST,said,158,11,said-VB,say-VB
bbc_20130322_1600,8,e23,NONE,115,B-STATE,e23,1,be,be,be,VB,POS,VB,113,FUTURE,be,179,20,be-VB,be-VB
bbc_20130322_1600,8,e1002,NONE,134,B-I_STATE,e1002,1,affect,affect,affected,VBN,POS,VB,126,PASTPART,affected,182,23,affected-VB,affect-VB
bbc_20130322_1600,8,e24,NONE,170,B-OCCURRENCE,e24,1,blow,blow,blow,VB,POS,VB,166,FUTURE,blow,189,30,blow-VB,blow-VB
